text,label
sisay had been restored to her place on the ship the legacy had been recovered and the weatherlight was sailing home to dominaria gerrard focused on the debts hed settled    and on those hed soon collect,1
a pangolins power grows with its speed strike when you have the chance jiang yanggus travelogue,1
life can be found in all things even things unnatural multani marosorcerer,1
finders keepers,0
crovax had witnessed selenia lead the predator to the weatherlight as the battle raged on deck he felt his strength melt in the heat of her betrayal,0
it is a grim duty to save the world from those created to protect it,0
forget that which was never known spellbomb inscription,0
with this throne unite your nation throne inscription,0
the secret to our war paint is hot peppers and stinkbugs lots of stinkbugs skab goblin secretkeeper,0
keldons were accustomed to rugged terrain but they never expected it to be aggressive,1
i have attuned the staff to your screams so that only i may benefit from your pain volux disciple of nin,1
though the currents of the lanes shift every year the merrow never lose track of where they are or where they are going,1
sure you know the law but i know the streets,1
your path lies across the spine of the world where every cave hides some new danger,1
the price is written at the bottom of the cup,1
the vedalken know it is not of this world so they know that this world is not the only one,1
my people serve the dragon kolaghan but i give my blood for a greater lord,0
the mountain will build your cairn of snow and ice and stone,1
its hyperpneumatics can punch through a wall and the spy on the other side,1
its all right if you change your mind theres always a chance we can rearrange parts later zija simic mutationist,1
